user_id,item_id,event_type,rating,quantity,price,event_ts,channel
U0029,I0009,view,,1,26.36,2026-02-11T17:40:02Z,mobile
U0065,I0097,view,,1,42.6,2026-03-26T03:07:02Z,mobile
U0092,I0027,cart,,1,58.32,2026-05-01T13:08:02Z,web
U0175,I0034,view,,1,32.38,bad_timestamp,mobile
U0224,I0001,purchase,,1,31.44,2026-03-15T17:07:02Z,mobile
U0012,I0047,cart,,1,36.67,2026-03-07T23:51:02Z,web
U0228,I0073,view,,1,25.28,2026-04-03T21:06:02Z,web
U0215,I0072,view,,1,21.99,2026-03-16T14:29:02Z,mobile
U0104,I0066,rating,4.0,1,-5.0,2026-03-09T14:15:02Z,web
U0124,I0009,rating,5.0,1,26.36,2026-02-09T10:55:02Z,mobile
U0096,I0075,rating,2.0,1,25.5,2026-03-30T05:39:02Z,web
U0059,I0071,view,,1,31.77,2026-02-23T23:00:02Z,web
U0138,I0107,view,,1,14.01,2026-04-24T10:39:02Z,mobile
U0104,I0095,cart,,1,11.84,2026-03-24T17:25:02Z,web
U0049,I0102,view,,1,45.37,2026-03-25T13:58:02Z,web
U0047,I0112,view,,1,53.68,2026-04-17T08:59:02Z,mobile
U0005,I0050,view,,1,15.33,2026-04-25T18:40:02Z,web
U0178,I0011,view,,1,15.55,2026-04-12T23:35:02Z,mobile
U0021,I0006,view,,1,21.38,2026-03-31T21:52:02Z,mobile
U0210,I0061,view,,1,17.75,2026-03-19T22:00:02Z,web
U0222,I0008,view,,1,36.94,2026-04-07T01:25:02Z,mobile
U0161,I0072,purchase,,2,21.99,2026-02-10T21:26:02Z,mobile
U0070,I0019,rating,5.0,1,35.63,2026-04-08T21:30:02Z,web
U0090,I0058,view,,1,18.03,2026-03-16T23:31:02Z,mobile
U0019,I0032,cart,,1,68.88,2026-02-22T15:00:02Z,mobile
U0004,I0029,rating,5.0,1,83.41,2026-04-08T00:53:02Z,web
U0080,I0119,view,,1,34.0,2026-02-14T05:40:02Z,mobile
U0222,I0111,view,,1,114.52,2026-03-12T14:13:02Z,web
U0081,I0104,purchase,,1,41.88,2026-03-27T07:47:02Z,web
U0074,I0092,rating,3.0,1,16.23,2026-04-17T16:21:02Z,web
U0216,I0104,purchase,,1,41.88,2026-02-05T03:49:02Z,mobile
U0101,I0017,rating,1.0,1,25.29,2026-03-20T15:10:02Z,web
U0182,I0010,rating,2.0,1,50.12,2026-04-06T14:31:02Z,web
U0067,I0109,view,,1,70.56,2026-04-15T20:29:02Z,web
U0103,I0063,cart,,1,17.91,2026-03-04T22:47:02Z,mobile
U0093,I0082,cart,,1,27.22,2026-03-08T19:40:02Z,web
U0058,I0020,view,,1,27.33,2026-02-21T23:48:02Z,web
U0203,I0005,view,,1,20.52,2026-04-02T21:47:02Z,mobile
U0098,I0041,rating,4.0,1,35.48,2026-04-30T19:33:02Z,mobile
U0179,I0097,purchase,,1,42.6,2026-04-10T22:30:02Z,web
U0047,I0026,rating,4.0,1,13.5,2026-02-02T16:46:02Z,web
U0106,I0114,view,,1,33.44,2026-02-15T13:27:02Z,mobile
U0041,I0101,purchase,,1,48.0,2026-04-07T05:55:02Z,web
U0068,I0017,view,,1,25.29,2026-03-29T03:25:02Z,web
U0024,I0063,view,,1,17.91,2026-03-16T13:00:02Z,web
U0024,I0014,view,,1,30.5,2026-04-27T11:15:02Z,web
U0215,I0096,view,,1,36.87,2026-02-12T23:11:02Z,web
U0181,I0057,cart,,1,46.42,2026-04-05T05:58:02Z,mobile
U0070,I0052,view,,1,30.37,2026-04-20T02:57:02Z,mobile
U0085,I0017,rating,2.0,1,25.29,2026-03-25T18:22:02Z,mobile
U0076,I0019,purchase,,2,35.63,2026-04-07T03:13:02Z,mobile
U0050,I0101,cart,,1,48.0,2026-02-22T02:13:02Z,web
U0206,I0093,rating,4.0,1,35.82,2026-04-30T00:26:02Z,mobile
U0022,I0111,view,,1,114.52,2026-03-13T04:42:02Z,web
U0031,I0032,view,,1,68.88,2026-04-09T13:29:02Z,mobile
U0009,I0052,view,,1,30.37,2026-03-20T15:55:02Z,mobile
U0048,I0117,cart,,1,42.8,2026-02-03T03:07:02Z,web
U0191,I0033,rating,4.0,1,24.72,2026-04-26T22:36:02Z,mobile
U0015,I0070,rating,5.0,1,26.73,2026-02-24T01:21:02Z,web
U0126,I0023,purchase,,1,51.99,2026-02-16T05:11:02Z,mobile
U0006,I0117,purchase,,1,42.8,2026-02-19T00:22:02Z,mobile
U0175,I0022,view,,1,23.73,2026-03-25T10:12:02Z,web
U0100,I0068,view,,1,16.18,2026-03-22T03:09:02Z,web
U0116,I0063,cart,,1,17.91,2026-03-08T05:12:02Z,mobile
U0189,I0028,view,,1,23.83,2026-04-16T02:03:02Z,mobile
U0083,I0016,cart,,1,41.84,2026-02-01T10:56:02Z,mobile
U0013,I0062,cart,,1,23.59,2026-02-25T20:38:02Z,mobile
U0123,I0089,view,,1,40.79,2026-02-12T21:02:02Z,mobile
U0151,I0027,view,,1,58.32,2026-04-24T02:32:02Z,mobile
U0119,I0080,rating,4.0,1,16.0,2026-03-10T12:14:02Z,mobile
U0072,I0084,view,,1,27.83,2026-04-21T12:15:02Z,web
U0133,I0102,rating,4.0,1,45.37,2026-04-14T15:34:02Z,mobile
U0069,I0093,view,,1,35.82,2026-04-21T20:44:02Z,mobile
U0233,I0069,view,,1,41.22,2026-03-27T04:56:02Z,web
U0167,I0013,purchase,,1,28.54,2026-03-04T14:57:02Z,mobile
U0215,I0096,view,,1,36.87,2026-03-11T19:40:02Z,web
U0202,I0008,view,,1,36.94,2026-04-14T11:19:02Z,mobile
U0017,I0027,rating,4.0,1,58.32,2026-04-21T04:12:02Z,mobile
U0212,I0102,view,,1,45.37,2026-04-15T10:13:02Z,web
U0010,I0017,view,,1,25.29,2026-03-22T16:38:02Z,mobile
U0074,I0026,cart,,1,13.5,2026-03-15T08:17:02Z,web
U0157,I0020,view,,1,27.33,2026-04-19T15:28:02Z,mobile
U0108,I0031,cart,,1,6.52,2026-02-22T02:16:02Z,web
U0034,I0006,view,,1,21.38,2026-02-03T20:36:02Z,web
U0225,I0070,view,,1,26.73,2026-02-26T20:30:02Z,web
U0002,I0065,view,,1,45.15,2026-03-28T14:59:02Z,mobile
U0053,I0022,rating,1.0,1,23.73,2026-04-11T08:02:02Z,mobile
U0100,I0025,view,,1,15.52,2026-03-16T20:59:02Z,web
U0045,I0091,view,,1,42.99,2026-03-18T18:05:02Z,web
U0138,I0074,cart,,1,19.52,2026-04-26T17:46:02Z,mobile
U0006,I0017,view,,1,25.29,2026-04-23T02:13:02Z,mobile
U0178,I0100,view,,1,54.26,2026-03-21T05:59:02Z,web
U0073,I0110,view,,1,26.64,2026-04-05T12:03:02Z,mobile
U0178,I0040,cart,,1,56.71,2026-03-03T13:51:02Z,web
U0111,I0047,view,,1,36.67,2026-03-14T22:35:02Z,web
U0110,I0106,rating,4.0,1,26.93,2026-04-25T07:56:02Z,web
U0062,I0072,cart,,1,21.99,2026-02-25T01:44:02Z,mobile
U0138,I0019,view,,1,35.63,2026-03-03T06:33:02Z,web
U0174,I0040,purchase,,1,56.71,2026-04-18T19:04:02Z,mobile
U0179,I0081,rating,4.0,1,60.65,2026-02-06T18:11:02Z,web
U0113,I0097,rating,4.0,1,42.6,2026-02-10T02:42:02Z,web
U0085,I0054,cart,,1,35.21,2026-04-16T15:44:02Z,mobile
U0168,I0097,view,,1,42.6,2026-04-05T16:57:02Z,mobile
U0018,I0022,purchase,,1,23.73,2026-03-28T01:59:02Z,mobile
U0214,I0083,view,,1,17.83,2026-03-24T06:06:02Z,mobile
U0207,I0017,view,,1,25.29,2026-04-08T20:12:02Z,web
U0129,I0085,view,,1,64.61,2026-04-22T06:39:02Z,web
U0202,I0114,rating,5.0,1,33.44,2026-03-16T23:26:02Z,web
U0035,I0001,view,,1,31.44,2026-03-26T19:50:02Z,web
U0056,I0094,view,,1,20.46,2026-02-02T23:38:02Z,web
U0096,I0110,view,,1,26.64,2026-03-29T14:44:02Z,mobile
U0039,I0091,view,,1,42.99,2026-02-01T06:43:02Z,mobile
U0109,I0042,purchase,,1,34.64,2026-03-26T03:07:02Z,mobile
U0215,I0042,view,,1,34.64,2026-02-02T08:47:02Z,web
U0141,I0116,view,,1,59.11,2026-04-26T00:33:02Z,web
U0145,I0085,cart,,1,64.61,2026-03-02T01:52:02Z,mobile
U0018,I0001,view,,1,31.44,2026-03-21T23:36:02Z,web
U0160,I0078,view,,1,41.4,2026-04-20T09:29:02Z,mobile
U0115,I0042,view,,1,34.64,2026-04-26T19:33:02Z,mobile
U0167,I0120,view,,1,26.42,2026-03-05T23:28:02Z,web
U0126,I0072,rating,4.0,1,21.99,2026-04-01T09:47:02Z,mobile
U0225,I0044,view,,1,16.15,2026-04-13T23:48:02Z,web
U0157,I0098,view,,1,35.06,2026-02-02T12:27:02Z,mobile
U0093,I0070,cart,,1,26.73,2026-02-21T06:23:02Z,mobile
U0061,I0081,view,,1,60.65,2026-03-13T22:39:02Z,mobile
U0049,I0058,view,,1,18.03,2026-04-05T07:59:02Z,web
U0062,I0025,cart,,1,15.52,2026-02-23T11:57:02Z,web
U0029,I0080,view,,1,16.0,2026-04-15T04:22:02Z,web
U0120,I0093,purchase,,2,35.82,2026-03-26T03:41:02Z,mobile
U0179,I0051,view,,1,24.93,2026-02-04T06:21:02Z,web
U0194,I0069,view,,1,41.22,2026-03-21T07:27:02Z,mobile
U0030,I0104,rating,3.0,1,41.88,2026-03-27T00:42:02Z,mobile
U0022,I0069,view,,1,41.22,2026-03-26T00:14:02Z,web
U0220,I0110,view,,1,26.64,2026-03-06T11:24:02Z,web
U0045,I0020,rating,4.0,1,27.33,2026-04-18T18:47:02Z,web
U0083,I0077,view,,1,43.74,2026-03-28T16:37:02Z,web
U0062,I0116,view,,1,59.11,2026-04-17T23:49:02Z,mobile
U0091,I0003,cart,,1,12.56,2026-03-06T06:51:02Z,web
U0092,I0003,purchase,,1,12.56,2026-04-21T09:39:02Z,mobile
U0136,I0035,view,,1,26.96,2026-03-14T07:04:02Z,web
U0224,I0081,view,,1,60.65,2026-04-25T12:45:02Z,mobile
U0044,I0071,cart,,1,31.77,2026-02-25T23:37:02Z,mobile
U0134,I0017,view,,1,25.29,2026-02-13T06:01:02Z,web
