user_id,item_id,event_type,rating,quantity,price,event_ts,channel
U0029,I0009,view,,1,26.36,2026-02-12T09:42:18Z,mobile
U0065,I0097,view,,1,42.6,2026-03-26T19:09:18Z,mobile
U0092,I0027,cart,,1,58.32,2026-05-02T05:10:18Z,web
U0175,I0034,view,,1,32.38,bad_timestamp,mobile
U0224,I0001,purchase,,1,31.44,2026-03-16T09:09:18Z,mobile
U0012,I0047,cart,,1,36.67,2026-03-08T15:53:18Z,web
U0228,I0073,view,,1,25.28,2026-04-04T13:08:18Z,web
U0215,I0072,view,,1,21.99,2026-03-17T06:31:18Z,mobile
U0104,I0066,rating,4.0,1,-5.0,2026-03-10T06:17:18Z,web
U0124,I0009,rating,5.0,1,26.36,2026-02-10T02:57:18Z,mobile
U0096,I0075,rating,2.0,1,25.5,2026-03-30T21:41:18Z,web
U0059,I0071,view,,1,31.77,2026-02-24T15:02:18Z,web
U0138,I0107,view,,1,14.01,2026-04-25T02:41:18Z,mobile
U0104,I0095,cart,,1,11.84,2026-03-25T09:27:18Z,web
U0049,I0102,view,,1,45.37,2026-03-26T06:00:18Z,web
U0047,I0112,view,,1,53.68,2026-04-18T01:01:18Z,mobile
U0005,I0050,view,,1,15.33,2026-04-26T10:42:18Z,web
U0178,I0011,view,,1,15.55,2026-04-13T15:37:18Z,mobile
U0021,I0006,view,,1,21.38,2026-04-01T13:54:18Z,mobile
U0210,I0061,view,,1,17.75,2026-03-20T14:02:18Z,web
U0222,I0008,view,,1,36.94,2026-04-07T17:27:18Z,mobile
U0161,I0072,purchase,,2,21.99,2026-02-11T13:28:18Z,mobile
U0070,I0019,rating,5.0,1,35.63,2026-04-09T13:32:18Z,web
U0090,I0058,view,,1,18.03,2026-03-17T15:33:18Z,mobile
U0019,I0032,cart,,1,68.88,2026-02-23T07:02:18Z,mobile
U0004,I0029,rating,5.0,1,83.41,2026-04-08T16:55:18Z,web
U0080,I0119,view,,1,34.0,2026-02-14T21:42:18Z,mobile
U0222,I0111,view,,1,114.52,2026-03-13T06:15:18Z,web
U0081,I0104,purchase,,1,41.88,2026-03-27T23:49:18Z,web
U0074,I0092,rating,3.0,1,16.23,2026-04-18T08:23:18Z,web
U0216,I0104,purchase,,1,41.88,2026-02-05T19:51:18Z,mobile
U0101,I0017,rating,1.0,1,25.29,2026-03-21T07:12:18Z,web
U0182,I0010,rating,2.0,1,50.12,2026-04-07T06:33:18Z,web
U0067,I0109,view,,1,70.56,2026-04-16T12:31:18Z,web
U0103,I0063,cart,,1,17.91,2026-03-05T14:49:18Z,mobile
U0093,I0082,cart,,1,27.22,2026-03-09T11:42:18Z,web
U0058,I0020,view,,1,27.33,2026-02-22T15:50:18Z,web
U0203,I0005,view,,1,20.52,2026-04-03T13:49:18Z,mobile
U0098,I0041,rating,4.0,1,35.48,2026-05-01T11:35:18Z,mobile
U0179,I0097,purchase,,1,42.6,2026-04-11T14:32:18Z,web
U0047,I0026,rating,4.0,1,13.5,2026-02-03T08:48:18Z,web
U0106,I0114,view,,1,33.44,2026-02-16T05:29:18Z,mobile
U0041,I0101,purchase,,1,48.0,2026-04-07T21:57:18Z,web
U0068,I0017,view,,1,25.29,2026-03-29T19:27:18Z,web
U0024,I0063,view,,1,17.91,2026-03-17T05:02:18Z,web
U0024,I0014,view,,1,30.5,2026-04-28T03:17:18Z,web
U0215,I0096,view,,1,36.87,2026-02-13T15:13:18Z,web
U0181,I0057,cart,,1,46.42,2026-04-05T22:00:18Z,mobile
U0070,I0052,view,,1,30.37,2026-04-20T18:59:18Z,mobile
U0085,I0017,rating,2.0,1,25.29,2026-03-26T10:24:18Z,mobile
U0076,I0019,purchase,,2,35.63,2026-04-07T19:15:18Z,mobile
U0050,I0101,cart,,1,48.0,2026-02-22T18:15:18Z,web
U0206,I0093,rating,4.0,1,35.82,2026-04-30T16:28:18Z,mobile
U0022,I0111,view,,1,114.52,2026-03-13T20:44:18Z,web
U0031,I0032,view,,1,68.88,2026-04-10T05:31:18Z,mobile
U0009,I0052,view,,1,30.37,2026-03-21T07:57:18Z,mobile
U0048,I0117,cart,,1,42.8,2026-02-03T19:09:18Z,web
U0191,I0033,rating,4.0,1,24.72,2026-04-27T14:38:18Z,mobile
U0015,I0070,rating,5.0,1,26.73,2026-02-24T17:23:18Z,web
U0126,I0023,purchase,,1,51.99,2026-02-16T21:13:18Z,mobile
U0006,I0117,purchase,,1,42.8,2026-02-19T16:24:18Z,mobile
U0175,I0022,view,,1,23.73,2026-03-26T02:14:18Z,web
U0100,I0068,view,,1,16.18,2026-03-22T19:11:18Z,web
U0116,I0063,cart,,1,17.91,2026-03-08T21:14:18Z,mobile
U0189,I0028,view,,1,23.83,2026-04-16T18:05:18Z,mobile
U0083,I0016,cart,,1,41.84,2026-02-02T02:58:18Z,mobile
U0013,I0062,cart,,1,23.59,2026-02-26T12:40:18Z,mobile
U0123,I0089,view,,1,40.79,2026-02-13T13:04:18Z,mobile
U0151,I0027,view,,1,58.32,2026-04-24T18:34:18Z,mobile
U0119,I0080,rating,4.0,1,16.0,2026-03-11T04:16:18Z,mobile
U0072,I0084,view,,1,27.83,2026-04-22T04:17:18Z,web
U0133,I0102,rating,4.0,1,45.37,2026-04-15T07:36:18Z,mobile
U0069,I0093,view,,1,35.82,2026-04-22T12:46:18Z,mobile
U0233,I0069,view,,1,41.22,2026-03-27T20:58:18Z,web
U0167,I0013,purchase,,1,28.54,2026-03-05T06:59:18Z,mobile
U0215,I0096,view,,1,36.87,2026-03-12T11:42:18Z,web
U0202,I0008,view,,1,36.94,2026-04-15T03:21:18Z,mobile
U0017,I0027,rating,4.0,1,58.32,2026-04-21T20:14:18Z,mobile
U0212,I0102,view,,1,45.37,2026-04-16T02:15:18Z,web
U0010,I0017,view,,1,25.29,2026-03-23T08:40:18Z,mobile
U0074,I0026,cart,,1,13.5,2026-03-16T00:19:18Z,web
U0157,I0020,view,,1,27.33,2026-04-20T07:30:18Z,mobile
U0108,I0031,cart,,1,6.52,2026-02-22T18:18:18Z,web
U0034,I0006,view,,1,21.38,2026-02-04T12:38:18Z,web
U0225,I0070,view,,1,26.73,2026-02-27T12:32:18Z,web
U0002,I0065,view,,1,45.15,2026-03-29T07:01:18Z,mobile
U0053,I0022,rating,1.0,1,23.73,2026-04-12T00:04:18Z,mobile
U0100,I0025,view,,1,15.52,2026-03-17T13:01:18Z,web
U0045,I0091,view,,1,42.99,2026-03-19T10:07:18Z,web
U0138,I0074,cart,,1,19.52,2026-04-27T09:48:18Z,mobile
U0006,I0017,view,,1,25.29,2026-04-23T18:15:18Z,mobile
U0178,I0100,view,,1,54.26,2026-03-21T22:01:18Z,web
U0073,I0110,view,,1,26.64,2026-04-06T04:05:18Z,mobile
U0178,I0040,cart,,1,56.71,2026-03-04T05:53:18Z,web
U0111,I0047,view,,1,36.67,2026-03-15T14:37:18Z,web
U0110,I0106,rating,4.0,1,26.93,2026-04-25T23:58:18Z,web
U0062,I0072,cart,,1,21.99,2026-02-25T17:46:18Z,mobile
